2025-04-09 09:33:02.495; neo.spider.solution.E2E; 1744158782494; 134f3786-3c23-4d6e-a19b-eab5918c701c; http://localhost:9090/batch/logtodb/1/GET; user-8a4cb5ea; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/batch/logtodb/1/GET; ; ; ; ;  
2025-04-09 09:33:32.078; neo.spider.solution.E2E; 1744158812078; a9b0a823-3c61-4752-91d7-a361e185f10e; http://localhost:9090/item/GET; user-e6d9f2a2; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:32.082; neo.spider.solution.E2E; 1744158812082; a9b0a823-3c61-4752-91d7-a361e185f10e; http://localhost:9090/item/GET; user-e6d9f2a2; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 3; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:32.082; neo.spider.solution.E2E; 1744158812082; a9b0a823-3c61-4752-91d7-a361e185f10e; http://localhost:9090/item/GET; user-e6d9f2a2; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 4; ; ; ;  
2025-04-09 09:33:32.082; neo.spider.solution.E2E; 1744158812082; a9b0a823-3c61-4752-91d7-a361e185f10e; http://localhost:9090/item/GET; user-e6d9f2a2; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 4; ; ; ;  
2025-04-09 09:33:32.083; neo.spider.solution.E2E; 1744158812083; a9b0a823-3c61-4752-91d7-a361e185f10e; http://localhost:9090/item/GET; user-e6d9f2a2; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 6; ; ; ;  
2025-04-09 09:33:32.424; neo.spider.solution.E2E; 1744158812424; 67bb4256-52fd-42e1-939c-42b2c307b62b; http://localhost:9090/item/GET; user-fb7d5c87; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:32.426; neo.spider.solution.E2E; 1744158812426; 67bb4256-52fd-42e1-939c-42b2c307b62b; http://localhost:9090/item/GET; user-fb7d5c87; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:32.426; neo.spider.solution.E2E; 1744158812426; 67bb4256-52fd-42e1-939c-42b2c307b62b; http://localhost:9090/item/GET; user-fb7d5c87; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:32.431; neo.spider.solution.E2E; 1744158812431; 67bb4256-52fd-42e1-939c-42b2c307b62b; http://localhost:9090/item/GET; user-fb7d5c87; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 5; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:32.432; neo.spider.solution.E2E; 1744158812432; 67bb4256-52fd-42e1-939c-42b2c307b62b; http://localhost:9090/item/GET; user-fb7d5c87; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 6; ; ; ;  
2025-04-09 09:33:32.432; neo.spider.solution.E2E; 1744158812432; 67bb4256-52fd-42e1-939c-42b2c307b62b; http://localhost:9090/item/GET; user-fb7d5c87; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 6; ; ; ;  
2025-04-09 09:33:32.433; neo.spider.solution.E2E; 1744158812433; 67bb4256-52fd-42e1-939c-42b2c307b62b; http://localhost:9090/item/GET; user-fb7d5c87; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 9; ; ; ;  
2025-04-09 09:33:32.727; neo.spider.solution.E2E; 1744158812726; 8c0ba5d1-df85-457a-b36d-e2cf88403661; http://localhost:9090/item/GET; user-5461243c; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:32.727; neo.spider.solution.E2E; 1744158812727; 8c0ba5d1-df85-457a-b36d-e2cf88403661; http://localhost:9090/item/GET; user-5461243c; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:32.727; neo.spider.solution.E2E; 1744158812727; 8c0ba5d1-df85-457a-b36d-e2cf88403661; http://localhost:9090/item/GET; user-5461243c; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:32.733; neo.spider.solution.E2E; 1744158812733; 8c0ba5d1-df85-457a-b36d-e2cf88403661; http://localhost:9090/item/GET; user-5461243c; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 5; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:32.733; neo.spider.solution.E2E; 1744158812733; 8c0ba5d1-df85-457a-b36d-e2cf88403661; http://localhost:9090/item/GET; user-5461243c; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 6; ; ; ;  
2025-04-09 09:33:32.733; neo.spider.solution.E2E; 1744158812733; 8c0ba5d1-df85-457a-b36d-e2cf88403661; http://localhost:9090/item/GET; user-5461243c; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 6; ; ; ;  
2025-04-09 09:33:32.734; neo.spider.solution.E2E; 1744158812734; 8c0ba5d1-df85-457a-b36d-e2cf88403661; http://localhost:9090/item/GET; user-5461243c; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 8; ; ; ;  
2025-04-09 09:33:33.347; neo.spider.solution.E2E; 1744158813347; 01b3f753-40cf-4001-8d77-b2be5c3ac737; http://localhost:9090/item/GET; user-1245f167; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:33.347; neo.spider.solution.E2E; 1744158813347; 01b3f753-40cf-4001-8d77-b2be5c3ac737; http://localhost:9090/item/GET; user-1245f167; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:33.348; neo.spider.solution.E2E; 1744158813348; 01b3f753-40cf-4001-8d77-b2be5c3ac737; http://localhost:9090/item/GET; user-1245f167; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:33.354; neo.spider.solution.E2E; 1744158813354; 01b3f753-40cf-4001-8d77-b2be5c3ac737; http://localhost:9090/item/GET; user-1245f167; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 3; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:33.354; neo.spider.solution.E2E; 1744158813354; 01b3f753-40cf-4001-8d77-b2be5c3ac737; http://localhost:9090/item/GET; user-1245f167; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 6; ; ; ;  
2025-04-09 09:33:33.354; neo.spider.solution.E2E; 1744158813354; 01b3f753-40cf-4001-8d77-b2be5c3ac737; http://localhost:9090/item/GET; user-1245f167; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 7; ; ; ;  
2025-04-09 09:33:33.355; neo.spider.solution.E2E; 1744158813355; 01b3f753-40cf-4001-8d77-b2be5c3ac737; http://localhost:9090/item/GET; user-1245f167; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 8; ; ; ;  
2025-04-09 09:33:33.878; neo.spider.solution.E2E; 1744158813878; f99ebd20-d03e-4343-acde-890704451ea1; http://localhost:9090/item/GET; user-e6e9467d; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:33.879; neo.spider.solution.E2E; 1744158813879; f99ebd20-d03e-4343-acde-890704451ea1; http://localhost:9090/item/GET; user-e6e9467d; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:33.879; neo.spider.solution.E2E; 1744158813879; f99ebd20-d03e-4343-acde-890704451ea1; http://localhost:9090/item/GET; user-e6e9467d; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:33.884; neo.spider.solution.E2E; 1744158813884; f99ebd20-d03e-4343-acde-890704451ea1; http://localhost:9090/item/GET; user-e6e9467d; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 2; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:33.884; neo.spider.solution.E2E; 1744158813884; f99ebd20-d03e-4343-acde-890704451ea1; http://localhost:9090/item/GET; user-e6e9467d; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 5; ; ; ;  
2025-04-09 09:33:33.884; neo.spider.solution.E2E; 1744158813884; f99ebd20-d03e-4343-acde-890704451ea1; http://localhost:9090/item/GET; user-e6e9467d; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 5; ; ; ;  
2025-04-09 09:33:33.885; neo.spider.solution.E2E; 1744158813885; f99ebd20-d03e-4343-acde-890704451ea1; http://localhost:9090/item/GET; user-e6e9467d; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 7; ; ; ;  
2025-04-09 09:33:34.332; neo.spider.solution.E2E; 1744158814332; 171c2094-ec66-4c62-9bdf-524d424e9014; http://localhost:9090/item/GET; user-5b46c4bd; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:34.333; neo.spider.solution.E2E; 1744158814333; 171c2094-ec66-4c62-9bdf-524d424e9014; http://localhost:9090/item/GET; user-5b46c4bd; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:34.333; neo.spider.solution.E2E; 1744158814333; 171c2094-ec66-4c62-9bdf-524d424e9014; http://localhost:9090/item/GET; user-5b46c4bd; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:34.338; neo.spider.solution.E2E; 1744158814338; 171c2094-ec66-4c62-9bdf-524d424e9014; http://localhost:9090/item/GET; user-5b46c4bd; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 4; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:34.338; neo.spider.solution.E2E; 1744158814338; 171c2094-ec66-4c62-9bdf-524d424e9014; http://localhost:9090/item/GET; user-5b46c4bd; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 5; ; ; ;  
2025-04-09 09:33:34.338; neo.spider.solution.E2E; 1744158814338; 171c2094-ec66-4c62-9bdf-524d424e9014; http://localhost:9090/item/GET; user-5b46c4bd; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 5; ; ; ;  
2025-04-09 09:33:34.339; neo.spider.solution.E2E; 1744158814339; 171c2094-ec66-4c62-9bdf-524d424e9014; http://localhost:9090/item/GET; user-5b46c4bd; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 7; ; ; ;  
2025-04-09 09:33:34.706; neo.spider.solution.E2E; 1744158814706; ea486c94-086c-412d-8095-e05b9b805314; http://localhost:9090/item/GET; user-63ed048d; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:34.707; neo.spider.solution.E2E; 1744158814707; ea486c94-086c-412d-8095-e05b9b805314; http://localhost:9090/item/GET; user-63ed048d; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:34.707; neo.spider.solution.E2E; 1744158814707; ea486c94-086c-412d-8095-e05b9b805314; http://localhost:9090/item/GET; user-63ed048d; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:34.710; neo.spider.solution.E2E; 1744158814710; ea486c94-086c-412d-8095-e05b9b805314; http://localhost:9090/item/GET; user-63ed048d; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 3; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:34.711; neo.spider.solution.E2E; 1744158814711; ea486c94-086c-412d-8095-e05b9b805314; http://localhost:9090/item/GET; user-63ed048d; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 4; ; ; ;  
2025-04-09 09:33:34.711; neo.spider.solution.E2E; 1744158814711; ea486c94-086c-412d-8095-e05b9b805314; http://localhost:9090/item/GET; user-63ed048d; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 4; ; ; ;  
2025-04-09 09:33:34.712; neo.spider.solution.E2E; 1744158814712; ea486c94-086c-412d-8095-e05b9b805314; http://localhost:9090/item/GET; user-63ed048d; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 6; ; ; ;  
2025-04-09 09:33:35.025; neo.spider.solution.E2E; 1744158815024; 3180858e-4cb3-4cb7-b784-6aa576546eaf; http://localhost:9090/item/GET; user-3136c678; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:35.026; neo.spider.solution.E2E; 1744158815025; 3180858e-4cb3-4cb7-b784-6aa576546eaf; http://localhost:9090/item/GET; user-3136c678; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:35.026; neo.spider.solution.E2E; 1744158815026; 3180858e-4cb3-4cb7-b784-6aa576546eaf; http://localhost:9090/item/GET; user-3136c678; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:35.034; neo.spider.solution.E2E; 1744158815034; 3180858e-4cb3-4cb7-b784-6aa576546eaf; http://localhost:9090/item/GET; user-3136c678; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 8; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:35.034; neo.spider.solution.E2E; 1744158815034; 3180858e-4cb3-4cb7-b784-6aa576546eaf; http://localhost:9090/item/GET; user-3136c678; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 8; ; ; ;  
2025-04-09 09:33:35.034; neo.spider.solution.E2E; 1744158815034; 3180858e-4cb3-4cb7-b784-6aa576546eaf; http://localhost:9090/item/GET; user-3136c678; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 9; ; ; ;  
2025-04-09 09:33:35.035; neo.spider.solution.E2E; 1744158815035; 3180858e-4cb3-4cb7-b784-6aa576546eaf; http://localhost:9090/item/GET; user-3136c678; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 11; ; ; ;  
